labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img0591.png,302.0914923399952,353.9661326697255,343.1522280115094,223.31833735127145,410.34252274671434,353.0329341317365,392.61175052492416,244.78190372501751,181.70888093941977,353.0329341317365,177.97608678746394,203.7211680535034,,,199.43965316120995,241.04910957306168,457.0024496461621,311.9721984602224,376.7473753791118,171.9924177618788,198.50645462322103,145.862858698188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img0605.png,294.62590403608357,323.1705809160899,333.8202426316198,215.8527490473598,404.7433315187805,325.97017653005673,386.0793607590014,220.5187417373046,174.2432926355081,321.30418384011193,173.31009409751914,191.58958705964693,,,196.6400575472431,211.18675635741505,446.7372657282836,283.9762423205537,379.5469709930787,143.99646162221012,199.43965316120995,120.66649817248617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img0811.png,373.01458122715604,293.30822770044324,384.2129636830235,178.52480752780156,,,442.0712730383388,201.85477097752545,261.03075666848116,306.37300723228867,233.96799906680138,157.0612411540555,,,257.29796251652533,180.39120460377944,481.26561163387504,266.2454700987635,412.20891982269217,122.53289524846411,247.03277859864676,95.47013764678434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1014.png,331.02064701765295,317.57138968815616,357.1502060813437,176.6584104518236,409.4093242087253,311.9721984602224,372.081382689167,211.18675635741505,191.04086631930937,314.7717940741893,184.50847655338663,184.12399875573527,165.84450579360748,312.90539699821136,156.51252041371794,185.99039583171322,487.7980013997978,244.78190372501751,375.8141768411229,124.399292324442,207.83844000311058,116.00050548254143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1063.png,291.8263084221167,369.83050781553777,340.35263239754255,255.98028618088495,360.8830002332996,362.3649195116261,346.8850221634652,275.57745547865306,184.50847655338663,381.0288902714052,177.04288824947497,236.38311688311688,133.182556963994,379.1624931954273,152.7797262617621,254.11388910490706,444.8708686523058,313.8385955362003,374.8809783031339,188.78999144568007,215.30402830702224,172.92561629986778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1188.png,377.68057391710084,346.5005443658138,403.8101329807916,230.7839256551831,410.34252274671434,355.83252974570337,,,274.09553620032653,355.83252974570337,237.7007932187572,227.98433004121625,149.98013064779525,356.76572828369234,193.84046193327623,234.51671980713894,567.1198771288591,224.25153588926042,415.00851543665914,157.0612411540555,246.09958006065784,157.0612411540555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1210.png,444.8708686523058,371.69690489151566,443.00447157632783,246.6483008009954,422.4741037405708,354.89933120771445,,,205.03884438914372,376.3628975814604,237.7007932187572,255.98028618088495,305.8242864919511,369.83050781553777,275.02873473831545,253.1806905669181,605.3810171864063,230.7839256551831,463.53483941208486,163.59363091997824,286.227117194183,168.25962360992298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1263.png,357.1502060813437,347.4337429038028,385.1461622210125,251.3142934909402,456.0692511081732,351.16653705575857,418.7413095886149,246.6483008009954,179.84248386344188,340.90135313788005,214.37082976903326,221.45194027529357,201.3060502371879,359.56532389765925,,,548.4559063690799,223.31833735127145,407.5429271327475,154.26164554008864,236.76759468076824,143.99646162221012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1370.png,380.4801695310677,370.7637063535267,425.27369935453765,246.6483008009954,436.4720818104051,366.0977136635819,421.54090520258177,283.9762423205537,327.28785286569706,362.3649195116261,317.9558674858076,233.58352126915003,259.1643595925032,365.16451512559297,262.89715374445905,234.51671980713894,513.9275604634886,291.44183062446535,435.5388832724162,185.05719729372424,309.5570806439069,170.12602068590093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1391.png,469.1340306400186,378.22929465743834,443.93767011431675,268.1118671747414,375.8141768411229,378.22929465743834,384.2129636830235,280.24344816859787,286.227117194183,388.49447857531686,297.4254996500504,269.97826425071935,254.49836690255842,385.69488296135,257.29796251652533,266.2454700987635,514.8607590014776,309.17260284625553,443.00447157632783,199.98837390154756,317.9558674858076,195.32238121160276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1520.png,433.67248619643823,255.04708764289603,448.60366280426155,158.92763823003344,451.4032584182284,253.1806905669181,427.1400964305155,166.3932265339451,350.61781631542107,262.5126759468077,345.95182362547627,157.0612411540555,299.29189672602837,262.5126759468077,300.2250952640174,151.46204992612178,511.1279648495217,219.58554319931562,465.4012364880628,69.34057858309353,371.1481841511781,70.2737771210825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1583.png,361.8161987712885,473.41554553231197,377.68057391710084,373.56330196749354,377.68057391710084,471.5491484563341,357.1502060813437,382.89528734738315,274.09553620032653,469.68275138035614,271.2959405863597,361.43172097363714,220.903219534956,473.41554553231197,226.50241076288972,360.49852243564817,451.4032584182284,435.15440547476476,389.8121549109572,290.5086320864764,302.0914923399952,286.77583793452055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1604.png,363.68259584726644,407.15844933509607,383.27976514503456,300.7738160043549,380.4801695310677,403.4256551831402,356.2170075433548,313.8385955362003,277.8283303522824,411.8244420250408,273.1623376623376,306.37300723228867,226.50241076288972,411.8244420250408,232.10160199082344,297.97422039038804,436.4720818104051,357.6989268216813,403.8101329807916,244.78190372501751,288.09351427016094,227.98433004121625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Horse Walk-5J1lxVgXsOY-480p-1651401758058,img1712.png,337.5530367835757,316.6381911501672,359.01660315732164,209.3203592814371,352.4842133913989,315.7049926121782,329.154249941675,232.65032273116105,252.63196982658053,327.8365736060347,253.5651683645695,215.8527490473598,200.37285169919892,325.0369779920678,213.43763123104435,211.18675635741505,397.27774321486885,282.10984524457575,376.7473753791118,157.99443969204447,275.9619332763045,141.19686600824326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
